Track for Fay           2008
MM/DD/Year HH:MM:SS      (deg)         (deg)
08/23/2008 13:25:01     30.386 N     85.471 W
08/23/2008 13:27:00     30.388 N     85.475 W
08/23/2008 13:29:01     30.389 N     85.479 W
08/23/2008 13:31:00     30.391 N     85.483 W
08/23/2008 13:33:00     30.392 N     85.487 W
08/23/2008 13:35:01     30.393 N     85.491 W
08/23/2008 13:37:00     30.395 N     85.495 W
08/23/2008 13:39:01     30.396 N     85.498 W
08/23/2008 13:41:00     30.398 N     85.502 W
08/23/2008 13:43:01     30.399 N     85.506 W
08/23/2008 13:45:00     30.400 N     85.510 W
08/23/2008 13:47:01     30.402 N     85.514 W
08/23/2008 13:49:00     30.403 N     85.518 W
08/23/2008 13:51:01     30.405 N     85.522 W
08/23/2008 13:53:00     30.406 N     85.526 W
08/23/2008 13:55:01     30.407 N     85.530 W
08/23/2008 13:57:00     30.409 N     85.534 W
08/23/2008 13:59:01     30.410 N     85.538 W
08/23/2008 14:01:00     30.411 N     85.541 W
08/23/2008 14:03:00     30.413 N     85.545 W
08/23/2008 14:05:01     30.414 N     85.549 W
08/23/2008 14:07:00     30.416 N     85.553 W
08/23/2008 14:09:01     30.417 N     85.557 W
08/23/2008 14:11:00     30.418 N     85.561 W
08/23/2008 14:13:01     30.420 N     85.565 W
08/23/2008 14:15:00     30.421 N     85.569 W
08/23/2008 14:17:01     30.423 N     85.573 W
08/23/2008 14:19:00     30.424 N     85.577 W
08/23/2008 14:21:01     30.425 N     85.581 W
08/23/2008 14:23:00     30.427 N     85.585 W
08/23/2008 14:25:01     30.428 N     85.588 W
08/23/2008 14:27:00     30.429 N     85.592 W
08/23/2008 14:29:01     30.431 N     85.596 W
08/23/2008 14:31:00     30.432 N     85.600 W
08/23/2008 14:33:00     30.433 N     85.604 W
08/23/2008 14:35:01     30.435 N     85.608 W
08/23/2008 14:37:00     30.436 N     85.612 W
08/23/2008 14:39:01     30.438 N     85.616 W
08/23/2008 14:41:00     30.439 N     85.620 W
08/23/2008 14:43:01     30.440 N     85.624 W
08/23/2008 14:45:00     30.442 N     85.627 W
08/23/2008 14:47:01     30.443 N     85.631 W
08/23/2008 14:49:00     30.444 N     85.635 W
08/23/2008 14:51:01     30.446 N     85.639 W
08/23/2008 14:53:00     30.447 N     85.643 W
08/23/2008 14:55:01     30.448 N     85.647 W
08/23/2008 14:57:00     30.450 N     85.651 W
08/23/2008 14:59:01     30.451 N     85.655 W
08/23/2008 15:01:00     30.453 N     85.659 W
08/23/2008 15:03:00     30.454 N     85.663 W
08/23/2008 15:05:01     30.455 N     85.666 W
08/23/2008 15:07:00     30.457 N     85.670 W
08/23/2008 15:09:01     30.458 N     85.674 W
08/23/2008 15:11:00     30.459 N     85.678 W
08/23/2008 15:13:01     30.461 N     85.682 W
08/23/2008 15:15:00     30.462 N     85.686 W
08/23/2008 15:17:01     30.463 N     85.690 W
08/23/2008 15:19:00     30.465 N     85.694 W
08/23/2008 15:21:01     30.466 N     85.698 W
08/23/2008 15:23:00     30.467 N     85.702 W
08/23/2008 15:25:01     30.469 N     85.705 W
08/23/2008 15:27:00     30.470 N     85.709 W
08/23/2008 15:29:01     30.471 N     85.713 W
08/23/2008 15:31:00     30.473 N     85.717 W
08/23/2008 15:33:00     30.474 N     85.721 W
08/23/2008 15:35:01     30.476 N     85.725 W
08/23/2008 15:37:00     30.477 N     85.729 W
08/23/2008 15:39:01     30.478 N     85.733 W
08/23/2008 15:41:00     30.480 N     85.737 W
08/23/2008 15:43:01     30.481 N     85.741 W
08/23/2008 15:45:00     30.482 N     85.744 W
08/23/2008 15:47:01     30.484 N     85.748 W
08/23/2008 15:49:00     30.485 N     85.752 W
08/23/2008 15:51:01     30.486 N     85.756 W
08/23/2008 15:53:00     30.488 N     85.760 W
08/23/2008 15:55:01     30.489 N     85.764 W
08/23/2008 15:57:00     30.490 N     85.768 W
08/23/2008 15:59:01     30.492 N     85.772 W
08/23/2008 16:01:00     30.493 N     85.776 W
08/23/2008 16:03:00     30.494 N     85.779 W
08/23/2008 16:05:01     30.496 N     85.783 W
08/23/2008 16:07:00     30.497 N     85.787 W
08/23/2008 16:09:01     30.498 N     85.791 W
08/23/2008 16:11:00     30.500 N     85.795 W
08/23/2008 16:13:01     30.501 N     85.799 W
08/23/2008 16:15:00     30.502 N     85.803 W
08/23/2008 16:17:01     30.504 N     85.807 W
08/23/2008 16:19:00     30.505 N     85.811 W
08/23/2008 16:21:01     30.506 N     85.814 W
08/23/2008 16:23:00     30.508 N     85.818 W
08/23/2008 16:25:01     30.509 N     85.822 W
08/23/2008 16:27:00     30.510 N     85.826 W
08/23/2008 16:29:01     30.512 N     85.830 W
08/23/2008 16:31:00     30.513 N     85.834 W
08/23/2008 16:33:00     30.514 N     85.838 W
08/23/2008 16:35:01     30.516 N     85.842 W
08/23/2008 16:37:00     30.517 N     85.845 W
08/23/2008 16:39:01     30.518 N     85.849 W
08/23/2008 16:41:00     30.520 N     85.853 W
08/23/2008 16:43:01     30.521 N     85.857 W
08/23/2008 16:45:00     30.522 N     85.861 W
08/23/2008 16:47:01     30.523 N     85.865 W
08/23/2008 16:49:00     30.525 N     85.869 W
08/23/2008 16:51:01     30.526 N     85.873 W
08/23/2008 16:53:00     30.527 N     85.877 W
08/23/2008 16:55:01     30.529 N     85.880 W
08/23/2008 16:57:00     30.530 N     85.884 W
08/23/2008 16:59:01     30.531 N     85.888 W
08/23/2008 17:01:00     30.533 N     85.892 W
08/23/2008 17:03:00     30.534 N     85.896 W
08/23/2008 17:05:01     30.535 N     85.900 W
08/23/2008 17:07:00     30.537 N     85.904 W
08/23/2008 17:09:01     30.538 N     85.908 W
08/23/2008 17:11:00     30.539 N     85.911 W
08/23/2008 17:13:01     30.541 N     85.915 W
08/23/2008 17:15:00     30.542 N     85.919 W
08/23/2008 17:17:01     30.543 N     85.923 W
08/23/2008 17:19:00     30.545 N     85.927 W
08/23/2008 17:21:01     30.546 N     85.931 W
08/23/2008 17:23:00     30.547 N     85.935 W
08/23/2008 17:25:01     30.548 N     85.939 W
08/23/2008 17:27:00     30.550 N     85.942 W
08/23/2008 17:29:01     30.551 N     85.946 W
08/23/2008 17:31:00     30.552 N     85.950 W
08/23/2008 17:33:00     30.554 N     85.954 W
08/23/2008 17:35:01     30.555 N     85.958 W
08/23/2008 17:37:00     30.556 N     85.962 W
08/23/2008 17:39:01     30.558 N     85.966 W
08/23/2008 17:41:00     30.559 N     85.970 W
08/23/2008 17:43:01     30.560 N     85.973 W
08/23/2008 17:45:00     30.562 N     85.977 W
08/23/2008 17:47:01     30.563 N     85.981 W
08/23/2008 17:49:00     30.564 N     85.985 W
08/23/2008 17:51:01     30.565 N     85.989 W
08/23/2008 17:53:00     30.567 N     85.993 W
08/23/2008 17:55:01     30.568 N     85.997 W
08/23/2008 17:57:00     30.569 N     86.001 W
08/23/2008 17:59:01     30.571 N     86.004 W
08/23/2008 18:01:00     30.572 N     86.008 W
08/23/2008 18:03:00     30.573 N     86.012 W
08/23/2008 18:05:01     30.575 N     86.016 W
08/23/2008 18:07:00     30.576 N     86.020 W
08/23/2008 18:09:01     30.577 N     86.024 W
08/23/2008 18:11:00     30.578 N     86.028 W
08/23/2008 18:13:01     30.580 N     86.031 W
08/23/2008 18:15:00     30.581 N     86.035 W
08/23/2008 18:17:01     30.582 N     86.039 W
08/23/2008 18:19:00     30.584 N     86.043 W
08/23/2008 18:21:01     30.585 N     86.047 W
08/23/2008 18:23:00     30.586 N     86.051 W
08/23/2008 18:25:01     30.588 N     86.055 W
08/23/2008 18:27:00     30.589 N     86.059 W
08/23/2008 18:29:01     30.590 N     86.062 W
08/23/2008 18:31:00     30.591 N     86.066 W
08/23/2008 18:33:00     30.593 N     86.070 W
08/23/2008 18:35:01     30.594 N     86.074 W
08/23/2008 18:37:00     30.595 N     86.078 W
08/23/2008 18:39:01     30.597 N     86.082 W
08/23/2008 18:39:38     30.597 N     86.083 W
08/23/2008 18:41:39     30.598 N     86.086 W
08/23/2008 18:43:38     30.599 N     86.088 W
08/23/2008 18:45:39     30.600 N     86.091 W
08/23/2008 18:47:39     30.601 N     86.093 W
08/23/2008 18:49:38     30.602 N     86.096 W
08/23/2008 18:51:39     30.603 N     86.099 W
08/23/2008 18:53:38     30.604 N     86.101 W
08/23/2008 18:55:39     30.605 N     86.104 W
08/23/2008 18:57:38     30.606 N     86.107 W
08/23/2008 18:59:39     30.607 N     86.109 W
08/23/2008 19:01:38     30.608 N     86.112 W
08/23/2008 19:03:39     30.609 N     86.115 W
08/23/2008 19:05:38     30.610 N     86.117 W
08/23/2008 19:07:39     30.611 N     86.120 W
08/23/2008 19:09:38     30.612 N     86.123 W
08/23/2008 19:11:39     30.613 N     86.126 W
08/23/2008 19:13:38     30.614 N     86.129 W
08/23/2008 19:15:39     30.615 N     86.132 W
08/23/2008 19:17:39     30.616 N     86.134 W
08/23/2008 19:19:38     30.617 N     86.137 W
08/23/2008 19:21:39     30.618 N     86.140 W
08/23/2008 19:23:38     30.619 N     86.143 W
08/23/2008 19:25:39     30.620 N     86.146 W
08/23/2008 19:27:38     30.621 N     86.149 W
08/23/2008 19:29:39     30.622 N     86.152 W
08/23/2008 19:31:38     30.623 N     86.155 W
08/23/2008 19:33:39     30.624 N     86.158 W
08/23/2008 19:35:38     30.626 N     86.161 W
08/23/2008 19:37:39     30.627 N     86.164 W
08/23/2008 19:39:38     30.628 N     86.167 W
08/23/2008 19:41:39     30.629 N     86.170 W
08/23/2008 19:43:38     30.630 N     86.174 W
08/23/2008 19:45:39     30.631 N     86.177 W
08/23/2008 19:47:39     30.632 N     86.180 W
08/23/2008 19:49:38     30.633 N     86.183 W
08/23/2008 19:51:39     30.634 N     86.186 W
08/23/2008 19:53:38     30.635 N     86.189 W
08/23/2008 19:55:39     30.637 N     86.193 W
08/23/2008 19:57:38     30.638 N     86.196 W
08/23/2008 19:59:39     30.639 N     86.199 W
08/23/2008 20:01:38     30.640 N     86.202 W
08/23/2008 20:03:39     30.641 N     86.206 W
08/23/2008 20:05:38     30.642 N     86.209 W
08/23/2008 20:07:39     30.643 N     86.212 W
08/23/2008 20:09:38     30.644 N     86.216 W
08/23/2008 20:11:39     30.646 N     86.219 W
08/23/2008 20:13:38     30.647 N     86.222 W
08/23/2008 20:15:39     30.648 N     86.226 W
08/23/2008 20:17:39     30.649 N     86.229 W
08/23/2008 20:19:38     30.650 N     86.233 W
08/23/2008 20:21:39     30.651 N     86.236 W
08/23/2008 20:23:38     30.653 N     86.240 W
08/23/2008 20:25:39     30.654 N     86.243 W
08/23/2008 20:27:38     30.655 N     86.246 W
08/23/2008 20:29:39     30.656 N     86.250 W
08/23/2008 20:31:38     30.657 N     86.254 W
08/23/2008 20:33:39     30.659 N     86.257 W
08/23/2008 20:35:38     30.660 N     86.261 W
08/23/2008 20:37:39     30.661 N     86.264 W
08/23/2008 20:39:38     30.662 N     86.268 W
08/23/2008 20:41:39     30.663 N     86.271 W
08/23/2008 20:43:38     30.665 N     86.275 W
08/23/2008 20:45:39     30.666 N     86.279 W
08/23/2008 20:47:39     30.667 N     86.282 W
08/23/2008 20:49:38     30.668 N     86.286 W
08/23/2008 20:51:39     30.670 N     86.290 W
08/23/2008 20:53:38     30.671 N     86.293 W
08/23/2008 20:55:39     30.672 N     86.297 W
08/23/2008 20:57:38     30.673 N     86.301 W
08/23/2008 20:59:39     30.674 N     86.305 W
08/23/2008 21:01:38     30.676 N     86.308 W
08/23/2008 21:03:39     30.677 N     86.312 W
08/23/2008 21:05:38     30.678 N     86.316 W
08/23/2008 21:07:39     30.679 N     86.320 W
08/23/2008 21:09:38     30.681 N     86.324 W
08/23/2008 21:11:39     30.682 N     86.327 W
08/23/2008 21:13:38     30.683 N     86.331 W
08/23/2008 21:15:39     30.685 N     86.335 W
08/23/2008 21:17:39     30.686 N     86.339 W
08/23/2008 21:19:38     30.687 N     86.343 W
08/23/2008 21:21:39     30.688 N     86.347 W
08/23/2008 21:23:38     30.690 N     86.351 W
08/23/2008 21:25:39     30.691 N     86.355 W
08/23/2008 21:27:38     30.692 N     86.359 W
08/23/2008 21:29:39     30.694 N     86.363 W
08/23/2008 21:31:38     30.695 N     86.367 W
08/23/2008 21:33:39     30.696 N     86.371 W
08/23/2008 21:35:38     30.697 N     86.375 W
08/23/2008 21:37:39     30.699 N     86.379 W
08/23/2008 21:39:38     30.700 N     86.383 W
08/23/2008 21:41:39     30.701 N     86.387 W
08/23/2008 21:43:38     30.703 N     86.391 W
08/23/2008 21:45:39     30.704 N     86.395 W
08/23/2008 21:47:39     30.705 N     86.399 W
08/23/2008 21:49:38     30.707 N     86.403 W
08/23/2008 21:51:39     30.708 N     86.407 W
08/23/2008 21:53:38     30.709 N     86.412 W
08/23/2008 21:55:39     30.711 N     86.416 W
08/23/2008 21:57:38     30.712 N     86.420 W
08/23/2008 21:59:39     30.713 N     86.424 W
08/23/2008 22:01:38     30.715 N     86.428 W
08/23/2008 22:03:39     30.716 N     86.433 W
08/23/2008 22:05:38     30.717 N     86.437 W
08/23/2008 22:07:39     30.719 N     86.441 W
08/23/2008 22:09:38     30.720 N     86.445 W
08/23/2008 22:11:39     30.722 N     86.450 W
08/23/2008 22:13:38     30.723 N     86.454 W
08/23/2008 22:15:39     30.724 N     86.458 W
08/23/2008 22:17:39     30.726 N     86.463 W
08/23/2008 22:19:38     30.727 N     86.467 W
08/23/2008 22:21:39     30.728 N     86.471 W
08/23/2008 22:23:38     30.730 N     86.476 W
08/23/2008 22:25:39     30.731 N     86.480 W
08/23/2008 22:27:38     30.733 N     86.484 W
08/23/2008 22:29:39     30.734 N     86.489 W
08/23/2008 22:31:38     30.735 N     86.493 W
08/23/2008 22:33:39     30.737 N     86.498 W
08/23/2008 22:35:38     30.738 N     86.502 W
08/23/2008 22:37:39     30.740 N     86.506 W
08/23/2008 22:39:38     30.741 N     86.511 W
08/23/2008 22:41:39     30.742 N     86.515 W
08/23/2008 22:43:38     30.744 N     86.520 W
08/23/2008 22:45:39     30.745 N     86.524 W
08/23/2008 22:47:39     30.747 N     86.529 W
08/23/2008 22:49:38     30.748 N     86.533 W
08/23/2008 22:51:39     30.750 N     86.538 W
08/23/2008 22:53:38     30.751 N     86.542 W
08/23/2008 22:55:39     30.752 N     86.547 W
08/23/2008 22:57:38     30.754 N     86.552 W
08/23/2008 22:59:39     30.755 N     86.556 W
08/23/2008 23:01:38     30.757 N     86.561 W
08/23/2008 23:03:39     30.758 N     86.565 W
08/23/2008 23:05:38     30.760 N     86.570 W
08/23/2008 23:07:39     30.761 N     86.575 W
08/23/2008 23:09:38     30.763 N     86.579 W
08/23/2008 23:11:39     30.764 N     86.584 W
08/23/2008 23:13:38     30.765 N     86.589 W
08/23/2008 23:15:39     30.767 N     86.593 W
08/23/2008 23:17:39     30.768 N     86.598 W
08/23/2008 23:19:38     30.770 N     86.603 W
08/23/2008 23:21:39     30.771 N     86.607 W
08/23/2008 23:23:38     30.773 N     86.612 W
08/23/2008 23:25:39     30.774 N     86.617 W
08/23/2008 23:27:38     30.776 N     86.622 W
08/23/2008 23:29:39     30.777 N     86.626 W
08/23/2008 23:31:38     30.779 N     86.631 W
08/23/2008 23:33:39     30.780 N     86.636 W
08/23/2008 23:35:38     30.782 N     86.641 W
08/23/2008 23:37:39     30.783 N     86.646 W
08/23/2008 23:39:38     30.785 N     86.650 W
08/23/2008 23:41:39     30.786 N     86.655 W
08/23/2008 23:43:38     30.788 N     86.660 W
08/23/2008 23:45:39     30.789 N     86.665 W
08/23/2008 23:47:39     30.791 N     86.670 W
08/23/2008 23:49:38     30.792 N     86.675 W
08/23/2008 23:51:39     30.794 N     86.679 W
08/23/2008 23:53:38     30.795 N     86.684 W
08/23/2008 23:55:39     30.797 N     86.689 W
08/23/2008 23:57:38     30.798 N     86.694 W
08/23/2008 23:59:39     30.800 N     86.699 W
08/24/2008 00:01:38     30.801 N     86.704 W
08/24/2008 00:03:39     30.803 N     86.709 W
08/24/2008 00:05:38     30.804 N     86.714 W
08/24/2008 00:07:39     30.806 N     86.719 W
08/24/2008 00:09:38     30.807 N     86.724 W
08/24/2008 00:11:39     30.809 N     86.729 W
08/24/2008 00:13:38     30.810 N     86.734 W
08/24/2008 00:15:39     30.812 N     86.739 W
08/24/2008 00:17:39     30.814 N     86.744 W
08/24/2008 00:19:38     30.815 N     86.749 W
08/24/2008 00:21:39     30.817 N     86.754 W
08/24/2008 00:23:38     30.818 N     86.759 W
08/24/2008 00:25:39     30.820 N     86.764 W
08/24/2008 00:27:38     30.821 N     86.769 W
08/24/2008 00:29:39     30.823 N     86.774 W
08/24/2008 00:31:38     30.824 N     86.779 W
08/24/2008 00:33:39     30.826 N     86.784 W
08/24/2008 00:35:38     30.827 N     86.789 W
08/24/2008 00:37:39     30.829 N     86.795 W
08/24/2008 00:39:38     30.831 N     86.800 W
08/24/2008 00:41:39     30.832 N     86.805 W
08/24/2008 00:43:38     30.834 N     86.810 W
08/24/2008 00:45:39     30.835 N     86.815 W
08/24/2008 00:47:39     30.837 N     86.820 W
08/24/2008 00:49:38     30.838 N     86.825 W
08/24/2008 00:51:39     30.840 N     86.831 W
08/24/2008 00:53:38     30.842 N     86.836 W
08/24/2008 00:55:39     30.843 N     86.841 W
08/24/2008 00:57:38     30.845 N     86.846 W
08/24/2008 00:59:39     30.846 N     86.851 W
08/24/2008 01:01:38     30.848 N     86.857 W
08/24/2008 01:03:39     30.850 N     86.862 W
08/24/2008 01:05:38     30.851 N     86.867 W
08/24/2008 01:07:39     30.853 N     86.872 W
08/24/2008 01:09:38     30.854 N     86.878 W
08/24/2008 01:11:39     30.856 N     86.883 W
08/24/2008 01:13:38     30.858 N     86.888 W
08/24/2008 01:15:39     30.859 N     86.893 W
08/24/2008 01:17:39     30.861 N     86.899 W
08/24/2008 01:19:38     30.862 N     86.904 W
08/24/2008 01:21:39     30.864 N     86.909 W
08/24/2008 01:23:38     30.866 N     86.915 W
08/24/2008 01:25:39     30.867 N     86.920 W
08/24/2008 01:27:38     30.869 N     86.925 W
08/24/2008 01:29:39     30.870 N     86.931 W
08/24/2008 01:31:38     30.872 N     86.936 W
08/24/2008 01:33:39     30.874 N     86.941 W
08/24/2008 01:35:38     30.875 N     86.947 W
08/24/2008 01:37:39     30.877 N     86.952 W
08/24/2008 01:39:38     30.879 N     86.957 W
08/24/2008 01:41:39     30.880 N     86.963 W
08/24/2008 01:43:38     30.882 N     86.968 W
08/24/2008 01:45:39     30.883 N     86.974 W
08/24/2008 01:47:39     30.885 N     86.979 W
08/24/2008 01:49:38     30.887 N     86.984 W
08/24/2008 01:51:39     30.888 N     86.990 W
08/24/2008 01:53:38     30.890 N     86.995 W
08/24/2008 01:55:39     30.892 N     87.001 W
08/24/2008 01:57:38     30.893 N     87.006 W
08/24/2008 01:59:39     30.895 N     87.012 W
08/24/2008 02:01:38     30.896 N     87.017 W
08/24/2008 02:03:39     30.898 N     87.022 W
08/24/2008 02:05:38     30.900 N     87.028 W
08/24/2008 02:07:39     30.901 N     87.033 W
08/24/2008 02:09:38     30.903 N     87.039 W
08/24/2008 02:11:39     30.905 N     87.044 W
08/24/2008 02:13:38     30.906 N     87.050 W
08/24/2008 02:15:39     30.908 N     87.055 W
08/24/2008 02:17:39     30.910 N     87.061 W
08/24/2008 02:19:38     30.911 N     87.066 W
08/24/2008 02:21:39     30.913 N     87.072 W
08/24/2008 02:23:38     30.915 N     87.077 W
08/24/2008 02:25:39     30.916 N     87.083 W
08/24/2008 02:27:38     30.918 N     87.089 W
08/24/2008 02:29:39     30.920 N     87.094 W
08/24/2008 02:31:38     30.921 N     87.100 W
08/24/2008 02:33:39     30.923 N     87.105 W
08/24/2008 02:35:38     30.925 N     87.111 W
08/24/2008 02:37:39     30.926 N     87.116 W
08/24/2008 02:39:38     30.928 N     87.122 W
08/24/2008 02:41:39     30.930 N     87.127 W
08/24/2008 02:43:38     30.931 N     87.133 W
08/24/2008 02:45:39     30.933 N     87.139 W
08/24/2008 02:47:39     30.935 N     87.144 W
08/24/2008 02:49:38     30.936 N     87.150 W
08/24/2008 02:51:39     30.938 N     87.155 W
08/24/2008 02:53:38     30.940 N     87.161 W
08/24/2008 02:55:39     30.941 N     87.167 W
08/24/2008 02:57:38     30.943 N     87.172 W
08/24/2008 02:59:39     30.945 N     87.178 W
08/24/2008 03:01:38     30.946 N     87.184 W
08/24/2008 03:03:39     30.948 N     87.189 W
08/24/2008 03:05:38     30.950 N     87.195 W
08/24/2008 03:07:39     30.952 N     87.201 W
08/24/2008 03:09:38     30.953 N     87.206 W
08/24/2008 03:11:39     30.955 N     87.212 W
08/24/2008 03:13:38     30.957 N     87.217 W
08/24/2008 03:15:39     30.958 N     87.223 W
08/24/2008 03:17:39     30.960 N     87.229 W
08/24/2008 03:19:38     30.962 N     87.235 W
08/24/2008 03:21:39     30.963 N     87.240 W
08/24/2008 03:23:38     30.965 N     87.246 W
