Track for Fay           2008
MM/DD/Year HH:MM:SS      (deg)         (deg)
08/19/2008 19:38:19     26.613 N     81.216 W
08/19/2008 19:40:20     26.619 N     81.214 W
08/19/2008 19:42:19     26.624 N     81.212 W
08/19/2008 19:44:20     26.629 N     81.210 W
08/19/2008 19:46:19     26.634 N     81.209 W
08/19/2008 19:48:20     26.639 N     81.207 W
08/19/2008 19:50:19     26.644 N     81.205 W
08/19/2008 19:52:20     26.650 N     81.203 W
08/19/2008 19:54:19     26.655 N     81.201 W
08/19/2008 19:56:19     26.660 N     81.199 W
08/19/2008 19:58:20     26.665 N     81.197 W
08/19/2008 20:00:19     26.671 N     81.195 W
08/19/2008 20:02:20     26.676 N     81.194 W
08/19/2008 20:04:19     26.681 N     81.192 W
08/19/2008 20:06:20     26.687 N     81.190 W
08/19/2008 20:08:19     26.692 N     81.188 W
08/19/2008 20:10:20     26.697 N     81.186 W
08/19/2008 20:12:19     26.703 N     81.184 W
08/19/2008 20:14:20     26.708 N     81.182 W
08/19/2008 20:16:19     26.714 N     81.180 W
08/19/2008 20:18:20     26.719 N     81.178 W
08/19/2008 20:20:19     26.724 N     81.176 W
08/19/2008 20:22:20     26.730 N     81.175 W
08/19/2008 20:24:19     26.735 N     81.173 W
08/19/2008 20:26:19     26.741 N     81.171 W
08/19/2008 20:28:20     26.746 N     81.169 W
08/19/2008 20:30:19     26.752 N     81.167 W
08/19/2008 20:32:20     26.757 N     81.165 W
08/19/2008 20:34:19     26.763 N     81.163 W
08/19/2008 20:36:20     26.768 N     81.161 W
08/19/2008 20:38:19     26.774 N     81.159 W
08/19/2008 20:40:20     26.779 N     81.157 W
08/19/2008 20:42:19     26.785 N     81.156 W
08/19/2008 20:44:20     26.791 N     81.154 W
08/19/2008 20:46:19     26.796 N     81.152 W
08/19/2008 20:48:20     26.802 N     81.150 W
08/19/2008 20:50:19     26.807 N     81.148 W
08/19/2008 20:52:20     26.813 N     81.146 W
08/19/2008 20:54:19     26.819 N     81.144 W
08/19/2008 20:56:19     26.824 N     81.142 W
08/19/2008 20:58:20     26.830 N     81.140 W
08/19/2008 21:00:19     26.835 N     81.138 W
08/19/2008 21:02:20     26.841 N     81.137 W
08/19/2008 21:04:19     26.847 N     81.135 W
08/19/2008 21:06:20     26.852 N     81.133 W
08/19/2008 21:08:19     26.858 N     81.131 W
08/19/2008 21:10:20     26.864 N     81.129 W
08/19/2008 21:12:19     26.870 N     81.127 W
08/19/2008 21:14:20     26.875 N     81.125 W
08/19/2008 21:16:19     26.881 N     81.123 W
08/19/2008 21:18:20     26.887 N     81.121 W
08/19/2008 21:20:19     26.892 N     81.119 W
08/19/2008 21:22:20     26.898 N     81.118 W
08/19/2008 21:24:19     26.904 N     81.116 W
08/19/2008 21:26:19     26.910 N     81.114 W
08/19/2008 21:28:20     26.915 N     81.112 W
08/19/2008 21:30:19     26.921 N     81.110 W
08/19/2008 21:32:20     26.927 N     81.108 W
08/19/2008 21:34:19     26.933 N     81.106 W
08/19/2008 21:36:20     26.939 N     81.104 W
08/19/2008 21:38:19     26.944 N     81.102 W
08/19/2008 21:40:20     26.950 N     81.101 W
08/19/2008 21:42:19     26.956 N     81.099 W
08/19/2008 21:44:20     26.962 N     81.097 W
08/19/2008 21:46:19     26.968 N     81.095 W
08/19/2008 21:48:20     26.973 N     81.093 W
08/19/2008 21:50:19     26.979 N     81.091 W
08/19/2008 21:52:20     26.985 N     81.089 W
08/19/2008 21:54:19     26.991 N     81.087 W
08/19/2008 21:56:19     26.997 N     81.085 W
08/19/2008 21:58:20     27.003 N     81.084 W
08/19/2008 22:00:19     27.008 N     81.082 W
08/19/2008 22:02:20     27.014 N     81.080 W
08/19/2008 22:04:19     27.020 N     81.078 W
08/19/2008 22:06:20     27.026 N     81.076 W
08/19/2008 22:08:19     27.032 N     81.074 W
08/19/2008 22:10:20     27.038 N     81.072 W
08/19/2008 22:12:19     27.044 N     81.070 W
08/19/2008 22:14:20     27.049 N     81.069 W
08/19/2008 22:16:19     27.055 N     81.067 W
08/19/2008 22:18:20     27.061 N     81.065 W
08/19/2008 22:20:19     27.067 N     81.063 W
08/19/2008 22:22:20     27.073 N     81.061 W
08/19/2008 22:24:19     27.079 N     81.059 W
08/19/2008 22:26:19     27.085 N     81.057 W
08/19/2008 22:28:20     27.091 N     81.056 W
08/19/2008 22:30:19     27.096 N     81.054 W
08/19/2008 22:32:20     27.102 N     81.052 W
08/19/2008 22:34:19     27.108 N     81.050 W
08/19/2008 22:36:20     27.114 N     81.048 W
08/19/2008 22:38:19     27.120 N     81.046 W
08/19/2008 22:40:20     27.126 N     81.044 W
08/19/2008 22:42:19     27.132 N     81.043 W
08/19/2008 22:44:20     27.138 N     81.041 W
08/19/2008 22:46:19     27.144 N     81.039 W
08/19/2008 22:48:20     27.150 N     81.037 W
08/19/2008 22:50:19     27.155 N     81.035 W
08/19/2008 22:52:20     27.161 N     81.033 W
08/19/2008 22:54:19     27.167 N     81.032 W
08/19/2008 22:56:19     27.173 N     81.030 W
08/19/2008 22:58:20     27.179 N     81.028 W
08/19/2008 23:00:19     27.185 N     81.026 W
08/19/2008 23:02:20     27.191 N     81.024 W
08/19/2008 23:04:19     27.197 N     81.022 W
08/19/2008 23:06:20     27.203 N     81.021 W
08/19/2008 23:08:19     27.208 N     81.019 W
08/19/2008 23:10:20     27.214 N     81.017 W
08/19/2008 23:12:19     27.220 N     81.015 W
08/19/2008 23:14:20     27.226 N     81.013 W
08/19/2008 23:16:19     27.232 N     81.012 W
08/19/2008 23:18:20     27.238 N     81.010 W
08/19/2008 23:20:19     27.244 N     81.008 W
08/19/2008 23:22:20     27.250 N     81.006 W
08/19/2008 23:24:19     27.255 N     81.004 W
08/19/2008 23:26:19     27.261 N     81.003 W
08/19/2008 23:28:20     27.267 N     81.001 W
08/19/2008 23:30:19     27.273 N     80.999 W
08/19/2008 23:32:20     27.279 N     80.997 W
08/19/2008 23:34:19     27.285 N     80.996 W
08/19/2008 23:36:20     27.291 N     80.994 W
08/19/2008 23:38:19     27.296 N     80.992 W
08/19/2008 23:40:20     27.302 N     80.990 W
08/19/2008 23:42:19     27.308 N     80.989 W
08/19/2008 23:44:20     27.314 N     80.987 W
08/19/2008 23:46:19     27.320 N     80.985 W
08/19/2008 23:48:20     27.325 N     80.983 W
08/19/2008 23:50:19     27.331 N     80.982 W
08/19/2008 23:52:20     27.337 N     80.980 W
08/19/2008 23:54:19     27.343 N     80.978 W
08/19/2008 23:56:19     27.349 N     80.976 W
08/19/2008 23:58:20     27.354 N     80.975 W
08/20/2008 00:00:19     27.360 N     80.973 W
08/20/2008 00:02:20     27.366 N     80.971 W
08/20/2008 00:04:19     27.372 N     80.970 W
08/20/2008 00:06:20     27.377 N     80.968 W
08/20/2008 00:08:19     27.383 N     80.966 W
08/20/2008 00:10:20     27.389 N     80.964 W
08/20/2008 00:12:19     27.395 N     80.963 W
08/20/2008 00:14:20     27.400 N     80.961 W
08/20/2008 00:16:19     27.406 N     80.959 W
08/20/2008 00:18:20     27.412 N     80.958 W
08/20/2008 00:20:19     27.417 N     80.956 W
08/20/2008 00:22:20     27.423 N     80.954 W
08/20/2008 00:24:19     27.429 N     80.953 W
08/20/2008 00:26:19     27.435 N     80.951 W
08/20/2008 00:28:20     27.440 N     80.949 W
08/20/2008 00:30:19     27.446 N     80.948 W
08/20/2008 00:32:20     27.451 N     80.946 W
08/20/2008 00:34:19     27.457 N     80.944 W
08/20/2008 00:36:20     27.463 N     80.943 W
08/20/2008 00:38:19     27.468 N     80.941 W
08/20/2008 00:40:20     27.474 N     80.939 W
08/20/2008 00:42:19     27.480 N     80.938 W
08/20/2008 00:44:20     27.485 N     80.936 W
08/20/2008 00:46:19     27.491 N     80.935 W
08/20/2008 00:48:20     27.496 N     80.933 W
08/20/2008 00:50:19     27.502 N     80.931 W
08/20/2008 00:52:20     27.507 N     80.930 W
08/20/2008 00:54:19     27.513 N     80.928 W
08/20/2008 00:56:19     27.518 N     80.927 W
08/20/2008 00:58:20     27.524 N     80.925 W
08/20/2008 01:00:19     27.529 N     80.923 W
08/20/2008 01:02:20     27.535 N     80.922 W
08/20/2008 01:04:19     27.540 N     80.920 W
08/20/2008 01:06:20     27.546 N     80.919 W
08/20/2008 01:08:19     27.551 N     80.917 W
08/20/2008 01:10:20     27.557 N     80.916 W
08/20/2008 01:12:19     27.562 N     80.914 W
08/20/2008 01:14:20     27.568 N     80.912 W
08/20/2008 01:16:19     27.573 N     80.911 W
08/20/2008 01:18:20     27.578 N     80.909 W
08/20/2008 01:20:19     27.584 N     80.908 W
08/20/2008 01:22:20     27.589 N     80.906 W
08/20/2008 01:24:19     27.594 N     80.905 W
08/20/2008 01:26:19     27.600 N     80.903 W
08/20/2008 01:28:20     27.605 N     80.902 W
08/20/2008 01:30:19     27.610 N     80.900 W
08/20/2008 01:32:20     27.616 N     80.899 W
08/20/2008 01:34:19     27.621 N     80.897 W
08/20/2008 01:36:20     27.626 N     80.896 W
08/20/2008 01:38:19     27.631 N     80.894 W
08/20/2008 01:40:20     27.637 N     80.893 W
08/20/2008 01:42:19     27.642 N     80.891 W
08/20/2008 01:44:20     27.647 N     80.890 W
08/20/2008 01:46:19     27.652 N     80.889 W
08/20/2008 01:48:20     27.657 N     80.887 W
08/20/2008 01:50:19     27.662 N     80.886 W
08/20/2008 01:52:20     27.668 N     80.884 W
08/20/2008 01:54:19     27.673 N     80.883 W
08/20/2008 01:56:19     27.678 N     80.881 W
08/20/2008 01:58:20     27.683 N     80.880 W
08/20/2008 02:00:19     27.688 N     80.879 W
08/20/2008 02:02:20     27.693 N     80.877 W
08/20/2008 02:04:19     27.698 N     80.876 W
08/20/2008 02:06:20     27.703 N     80.874 W
08/20/2008 02:08:19     27.708 N     80.873 W
08/20/2008 02:10:20     27.713 N     80.872 W
08/20/2008 02:12:19     27.718 N     80.870 W
08/20/2008 02:14:20     27.723 N     80.869 W
08/20/2008 02:16:19     27.728 N     80.868 W
08/20/2008 02:18:20     27.733 N     80.866 W
08/20/2008 02:20:19     27.737 N     80.865 W
08/20/2008 02:22:20     27.742 N     80.863 W
08/20/2008 02:24:19     27.747 N     80.862 W
08/20/2008 02:26:19     27.752 N     80.861 W
08/20/2008 02:28:20     27.757 N     80.860 W
08/20/2008 02:30:19     27.762 N     80.858 W
08/20/2008 02:32:20     27.766 N     80.857 W
08/20/2008 02:34:19     27.771 N     80.856 W
08/20/2008 02:36:20     27.776 N     80.854 W
08/20/2008 02:38:19     27.780 N     80.853 W
08/20/2008 02:40:20     27.785 N     80.852 W
08/20/2008 02:42:19     27.790 N     80.851 W
08/20/2008 02:44:20     27.794 N     80.849 W
08/20/2008 02:46:19     27.799 N     80.848 W
08/20/2008 02:48:20     27.804 N     80.847 W
08/20/2008 02:50:19     27.808 N     80.846 W
08/20/2008 02:52:20     27.813 N     80.844 W
08/20/2008 02:54:19     27.817 N     80.843 W
08/20/2008 02:56:19     27.822 N     80.842 W
08/20/2008 02:58:20     27.826 N     80.841 W
08/20/2008 03:00:19     27.831 N     80.840 W
08/20/2008 03:02:20     27.835 N     80.838 W
08/20/2008 03:04:19     27.840 N     80.837 W
08/20/2008 03:06:20     27.844 N     80.836 W
08/20/2008 03:08:19     27.848 N     80.835 W
08/20/2008 03:10:20     27.853 N     80.834 W
08/20/2008 03:12:19     27.857 N     80.833 W
08/20/2008 03:14:20     27.861 N     80.831 W
08/20/2008 03:16:19     27.866 N     80.830 W
08/20/2008 03:18:20     27.870 N     80.829 W
08/20/2008 03:20:19     27.874 N     80.828 W
08/20/2008 03:22:20     27.878 N     80.827 W
08/20/2008 03:24:19     27.883 N     80.826 W
08/20/2008 03:26:19     27.887 N     80.825 W
08/20/2008 03:28:20     27.891 N     80.824 W
08/20/2008 03:30:19     27.895 N     80.823 W
08/20/2008 03:32:20     27.899 N     80.822 W
08/20/2008 03:34:19     27.903 N     80.820 W
08/20/2008 03:36:20     27.907 N     80.819 W
08/20/2008 03:38:19     27.911 N     80.818 W
08/20/2008 03:40:20     27.915 N     80.817 W
08/20/2008 03:42:19     27.919 N     80.816 W
08/20/2008 03:44:20     27.923 N     80.815 W
08/20/2008 03:46:19     27.927 N     80.814 W
08/20/2008 03:48:20     27.931 N     80.813 W
08/20/2008 03:50:19     27.935 N     80.812 W
08/20/2008 03:52:20     27.938 N     80.811 W
08/20/2008 03:54:19     27.942 N     80.810 W
08/20/2008 03:56:19     27.946 N     80.809 W
08/20/2008 03:58:20     27.950 N     80.808 W
08/20/2008 04:00:19     27.954 N     80.807 W
08/20/2008 04:02:20     27.957 N     80.807 W
08/20/2008 04:04:19     27.961 N     80.806 W
08/20/2008 04:06:20     27.965 N     80.805 W
08/20/2008 04:08:19     27.968 N     80.804 W
08/20/2008 04:10:20     27.972 N     80.803 W
08/20/2008 04:12:19     27.976 N     80.802 W
08/20/2008 04:14:20     27.979 N     80.801 W
08/20/2008 04:16:19     27.983 N     80.800 W
08/20/2008 04:18:20     27.986 N     80.799 W
08/20/2008 04:20:19     27.990 N     80.798 W
08/20/2008 04:22:20     27.993 N     80.798 W
08/20/2008 04:24:19     27.997 N     80.797 W
08/20/2008 04:26:19     28.000 N     80.796 W
08/20/2008 04:28:20     28.003 N     80.795 W
08/20/2008 04:30:19     28.007 N     80.794 W
08/20/2008 04:32:20     28.010 N     80.793 W
08/20/2008 04:34:19     28.014 N     80.793 W
08/20/2008 04:36:20     28.017 N     80.792 W
08/20/2008 04:38:19     28.020 N     80.791 W
08/20/2008 04:40:20     28.024 N     80.790 W
08/20/2008 04:42:19     28.027 N     80.789 W
08/20/2008 04:44:20     28.030 N     80.789 W
08/20/2008 04:46:19     28.033 N     80.788 W
08/20/2008 04:48:20     28.037 N     80.787 W
08/20/2008 04:50:19     28.040 N     80.786 W
08/20/2008 04:52:20     28.043 N     80.785 W
08/20/2008 04:54:19     28.046 N     80.785 W
08/20/2008 04:56:19     28.049 N     80.784 W
08/20/2008 04:58:20     28.052 N     80.783 W
08/20/2008 05:00:19     28.055 N     80.782 W
08/20/2008 05:02:20     28.058 N     80.782 W
08/20/2008 05:04:19     28.061 N     80.781 W
08/20/2008 05:06:20     28.064 N     80.780 W
08/20/2008 05:08:19     28.067 N     80.780 W
08/20/2008 05:10:20     28.070 N     80.779 W
08/20/2008 05:12:19     28.073 N     80.778 W
08/20/2008 05:14:20     28.076 N     80.778 W
08/20/2008 05:16:19     28.079 N     80.777 W
08/20/2008 05:18:20     28.082 N     80.776 W
08/20/2008 05:20:19     28.085 N     80.776 W
08/20/2008 05:22:20     28.088 N     80.775 W
08/20/2008 05:24:19     28.091 N     80.774 W
08/20/2008 05:26:19     28.093 N     80.774 W
08/20/2008 05:28:20     28.096 N     80.773 W
08/20/2008 05:30:19     28.099 N     80.772 W
08/20/2008 05:32:20     28.102 N     80.772 W
08/20/2008 05:34:19     28.104 N     80.771 W
08/20/2008 05:36:20     28.107 N     80.771 W
08/20/2008 05:38:19     28.110 N     80.770 W
08/20/2008 05:40:20     28.113 N     80.769 W
08/20/2008 05:42:19     28.115 N     80.769 W
08/20/2008 05:44:20     28.118 N     80.768 W
08/20/2008 05:46:19     28.120 N     80.768 W
08/20/2008 05:48:20     28.123 N     80.767 W
08/20/2008 05:50:19     28.126 N     80.767 W
08/20/2008 05:52:20     28.128 N     80.766 W
08/20/2008 05:54:19     28.131 N     80.765 W
08/20/2008 05:56:19     28.133 N     80.765 W
08/20/2008 05:58:20     28.136 N     80.764 W
08/20/2008 06:00:19     28.138 N     80.764 W
08/20/2008 06:02:20     28.141 N     80.763 W
08/20/2008 06:04:19     28.143 N     80.763 W
08/20/2008 06:06:20     28.146 N     80.762 W
08/20/2008 06:08:19     28.148 N     80.762 W
08/20/2008 06:10:20     28.150 N     80.761 W
08/20/2008 06:12:19     28.153 N     80.761 W
08/20/2008 06:14:20     28.155 N     80.760 W
08/20/2008 06:16:19     28.158 N     80.760 W
08/20/2008 06:18:20     28.160 N     80.759 W
08/20/2008 06:20:19     28.162 N     80.759 W
08/20/2008 06:22:20     28.164 N     80.758 W
08/20/2008 06:24:19     28.167 N     80.758 W
08/20/2008 06:26:19     28.169 N     80.757 W
08/20/2008 06:28:20     28.171 N     80.757 W
08/20/2008 06:30:19     28.173 N     80.757 W
08/20/2008 06:32:20     28.176 N     80.756 W
08/20/2008 06:34:19     28.178 N     80.756 W
08/20/2008 06:36:20     28.180 N     80.755 W
08/20/2008 06:38:19     28.182 N     80.755 W
08/20/2008 06:40:20     28.184 N     80.754 W
08/20/2008 06:42:19     28.186 N     80.754 W
08/20/2008 06:44:20     28.189 N     80.754 W
08/20/2008 06:46:19     28.191 N     80.753 W
08/20/2008 06:48:20     28.193 N     80.753 W
08/20/2008 06:50:19     28.195 N     80.752 W
08/20/2008 06:52:20     28.197 N     80.752 W
08/20/2008 06:54:19     28.199 N     80.752 W
08/20/2008 06:56:19     28.201 N     80.751 W
08/20/2008 06:58:20     28.203 N     80.751 W
08/20/2008 07:00:19     28.205 N     80.751 W
08/20/2008 07:02:20     28.207 N     80.750 W
08/20/2008 07:04:19     28.209 N     80.750 W
08/20/2008 07:06:20     28.211 N     80.750 W
08/20/2008 07:08:19     28.213 N     80.749 W
08/20/2008 07:10:20     28.215 N     80.749 W
08/20/2008 07:12:19     28.216 N     80.749 W
08/20/2008 07:14:20     28.218 N     80.748 W
08/20/2008 07:16:19     28.220 N     80.748 W
08/20/2008 07:18:20     28.222 N     80.748 W
08/20/2008 07:20:19     28.224 N     80.747 W
08/20/2008 07:22:20     28.226 N     80.747 W
08/20/2008 07:24:19     28.227 N     80.747 W
08/20/2008 07:26:19     28.229 N     80.746 W
08/20/2008 07:28:20     28.231 N     80.746 W
08/20/2008 07:30:19     28.233 N     80.746 W
08/20/2008 07:32:20     28.235 N     80.745 W
08/20/2008 07:34:19     28.236 N     80.745 W
08/20/2008 07:36:20     28.238 N     80.745 W
08/20/2008 07:38:19     28.240 N     80.745 W
08/20/2008 07:40:20     28.241 N     80.744 W
08/20/2008 07:42:19     28.243 N     80.744 W
08/20/2008 07:44:20     28.245 N     80.744 W
08/20/2008 07:46:19     28.246 N     80.744 W
08/20/2008 07:48:20     28.248 N     80.743 W
08/20/2008 07:50:19     28.250 N     80.743 W
08/20/2008 07:52:20     28.251 N     80.743 W
08/20/2008 07:54:19     28.253 N     80.743 W
08/20/2008 07:56:19     28.254 N     80.742 W
08/20/2008 07:58:20     28.256 N     80.742 W
08/20/2008 08:00:19     28.258 N     80.742 W
08/20/2008 08:02:20     28.259 N     80.742 W
08/20/2008 08:04:19     28.261 N     80.742 W
08/20/2008 08:06:20     28.262 N     80.741 W
08/20/2008 08:08:19     28.264 N     80.741 W
08/20/2008 08:10:20     28.265 N     80.741 W
08/20/2008 08:12:19     28.267 N     80.741 W
08/20/2008 08:14:20     28.268 N     80.741 W
08/20/2008 08:16:19     28.269 N     80.740 W
08/20/2008 08:18:20     28.271 N     80.740 W
08/20/2008 08:20:19     28.272 N     80.740 W
08/20/2008 08:22:20     28.274 N     80.740 W
08/20/2008 08:24:19     28.275 N     80.740 W
08/20/2008 08:26:19     28.277 N     80.740 W
08/20/2008 08:28:20     28.278 N     80.739 W
08/20/2008 08:30:19     28.279 N     80.739 W
08/20/2008 08:32:20     28.281 N     80.739 W
08/20/2008 08:34:19     28.282 N     80.739 W
08/20/2008 08:36:20     28.283 N     80.739 W
08/20/2008 08:38:19     28.285 N     80.739 W
08/20/2008 08:40:20     28.286 N     80.739 W
08/20/2008 08:42:19     28.287 N     80.738 W
08/20/2008 08:44:20     28.289 N     80.738 W
08/20/2008 08:46:19     28.290 N     80.738 W
08/20/2008 08:48:20     28.291 N     80.738 W
08/20/2008 08:50:19     28.292 N     80.738 W
08/20/2008 08:52:20     28.294 N     80.738 W
08/20/2008 08:54:19     28.295 N     80.738 W
08/20/2008 08:56:19     28.296 N     80.738 W
08/20/2008 08:58:20     28.297 N     80.737 W
08/20/2008 09:00:19     28.299 N     80.737 W
08/20/2008 09:02:20     28.300 N     80.737 W
08/20/2008 09:04:19     28.301 N     80.737 W
08/20/2008 09:06:20     28.302 N     80.737 W
08/20/2008 09:08:19     28.303 N     80.737 W
08/20/2008 09:10:20     28.304 N     80.737 W
08/20/2008 09:12:19     28.306 N     80.737 W
08/20/2008 09:14:20     28.307 N     80.737 W
08/20/2008 09:16:19     28.308 N     80.737 W
08/20/2008 09:18:20     28.309 N     80.737 W
08/20/2008 09:20:19     28.310 N     80.737 W
08/20/2008 09:22:20     28.311 N     80.736 W
08/20/2008 09:24:19     28.312 N     80.736 W
08/20/2008 09:26:19     28.313 N     80.736 W
08/20/2008 09:28:20     28.314 N     80.736 W
08/20/2008 09:30:19     28.316 N     80.736 W
08/20/2008 09:32:20     28.317 N     80.736 W
08/20/2008 09:34:19     28.318 N     80.736 W
08/20/2008 09:36:20     28.319 N     80.736 W
08/20/2008 09:38:19     28.320 N     80.736 W
08/20/2008 09:40:20     28.321 N     80.736 W
08/20/2008 09:42:19     28.322 N     80.736 W
08/20/2008 09:44:20     28.323 N     80.736 W
08/20/2008 09:46:19     28.324 N     80.736 W
08/20/2008 09:48:20     28.325 N     80.736 W
08/20/2008 09:50:19     28.326 N     80.736 W
08/20/2008 09:52:20     28.327 N     80.736 W
08/20/2008 09:54:19     28.328 N     80.736 W
08/20/2008 09:56:19     28.329 N     80.736 W
08/20/2008 09:58:20     28.330 N     80.736 W
08/20/2008 10:00:19     28.330 N     80.736 W
08/20/2008 10:02:20     28.331 N     80.736 W
08/20/2008 10:04:19     28.332 N     80.736 W
08/20/2008 10:06:20     28.333 N     80.736 W
08/20/2008 10:08:19     28.334 N     80.736 W
08/20/2008 10:10:20     28.335 N     80.736 W
08/20/2008 10:12:19     28.336 N     80.736 W
08/20/2008 10:14:20     28.337 N     80.736 W
08/20/2008 10:16:19     28.338 N     80.736 W
08/20/2008 10:18:20     28.339 N     80.736 W
08/20/2008 10:20:19     28.340 N     80.736 W
08/20/2008 10:22:20     28.340 N     80.736 W
08/20/2008 10:24:19     28.341 N     80.736 W
08/20/2008 10:26:19     28.342 N     80.736 W
08/20/2008 10:28:20     28.343 N     80.736 W
08/20/2008 10:30:19     28.344 N     80.736 W
08/20/2008 10:32:20     28.345 N     80.736 W
08/20/2008 10:34:19     28.345 N     80.736 W
08/20/2008 10:36:20     28.346 N     80.736 W
08/20/2008 10:38:19     28.347 N     80.736 W
08/20/2008 10:40:20     28.348 N     80.736 W
08/20/2008 10:42:19     28.349 N     80.736 W
08/20/2008 10:44:20     28.349 N     80.736 W
08/20/2008 10:46:19     28.350 N     80.736 W
08/20/2008 10:48:20     28.351 N     80.736 W
08/20/2008 10:50:19     28.352 N     80.736 W
08/20/2008 10:52:20     28.353 N     80.736 W
08/20/2008 10:54:19     28.353 N     80.736 W
08/20/2008 10:56:19     28.354 N     80.736 W
08/20/2008 10:58:20     28.355 N     80.736 W
08/20/2008 11:00:19     28.356 N     80.736 W
08/20/2008 11:02:20     28.356 N     80.737 W
08/20/2008 11:04:19     28.357 N     80.737 W
08/20/2008 11:06:20     28.358 N     80.737 W
08/20/2008 11:08:19     28.359 N     80.737 W
08/20/2008 11:10:20     28.359 N     80.737 W
08/20/2008 11:12:19     28.360 N     80.737 W
08/20/2008 11:14:20     28.361 N     80.737 W
08/20/2008 11:16:19     28.361 N     80.737 W
08/20/2008 11:17:45     28.362 N     80.737 W
08/20/2008 11:19:44     28.363 N     80.737 W
08/20/2008 11:21:45     28.363 N     80.737 W
08/20/2008 11:23:44     28.364 N     80.737 W
08/20/2008 11:25:45     28.365 N     80.737 W
08/20/2008 11:27:44     28.365 N     80.737 W
08/20/2008 11:29:45     28.366 N     80.738 W
08/20/2008 11:31:44     28.367 N     80.738 W
08/20/2008 11:33:45     28.367 N     80.738 W
08/20/2008 11:35:45     28.368 N     80.738 W
08/20/2008 11:37:44     28.368 N     80.738 W
08/20/2008 11:39:45     28.369 N     80.738 W
08/20/2008 11:41:44     28.370 N     80.738 W
08/20/2008 11:43:45     28.370 N     80.738 W
08/20/2008 11:45:44     28.371 N     80.738 W
08/20/2008 11:47:45     28.372 N     80.738 W
08/20/2008 11:49:44     28.372 N     80.738 W
08/20/2008 11:51:45     28.373 N     80.738 W
08/20/2008 11:53:44     28.374 N     80.739 W
08/20/2008 11:55:45     28.374 N     80.739 W
08/20/2008 11:57:44     28.375 N     80.739 W
08/20/2008 11:59:45     28.376 N     80.739 W
08/20/2008 12:01:44     28.376 N     80.739 W
08/20/2008 12:03:45     28.377 N     80.739 W
08/20/2008 12:05:45     28.378 N     80.739 W
08/20/2008 12:07:44     28.378 N     80.739 W
08/20/2008 12:09:45     28.379 N     80.739 W
08/20/2008 12:11:44     28.380 N     80.739 W
08/20/2008 12:13:45     28.380 N     80.739 W
08/20/2008 12:15:44     28.381 N     80.739 W
08/20/2008 12:17:45     28.381 N     80.740 W
08/20/2008 12:19:44     28.382 N     80.740 W
08/20/2008 12:21:45     28.383 N     80.740 W
08/20/2008 12:23:44     28.383 N     80.740 W
08/20/2008 12:25:45     28.384 N     80.740 W
08/20/2008 12:27:44     28.385 N     80.740 W
08/20/2008 12:29:45     28.385 N     80.740 W
08/20/2008 12:31:44     28.386 N     80.740 W
08/20/2008 12:33:45     28.387 N     80.740 W
08/20/2008 12:35:45     28.387 N     80.740 W
08/20/2008 12:37:44     28.388 N     80.740 W
08/20/2008 12:39:45     28.389 N     80.740 W
08/20/2008 12:41:44     28.389 N     80.741 W
08/20/2008 12:43:45     28.390 N     80.741 W
08/20/2008 12:45:44     28.391 N     80.741 W
08/20/2008 12:47:45     28.391 N     80.741 W
08/20/2008 12:49:44     28.392 N     80.741 W
08/20/2008 12:50:14     28.392 N     80.741 W
08/20/2008 12:52:15     28.394 N     80.739 W
08/20/2008 12:54:14     28.396 N     80.737 W
08/20/2008 12:56:15     28.398 N     80.735 W
08/20/2008 12:58:15     28.400 N     80.733 W
08/20/2008 13:00:14     28.402 N     80.731 W
08/20/2008 13:02:15     28.404 N     80.729 W
08/20/2008 13:04:14     28.406 N     80.727 W
08/20/2008 13:06:15     28.408 N     80.724 W
08/20/2008 13:08:14     28.410 N     80.722 W
08/20/2008 13:10:15     28.412 N     80.719 W
08/20/2008 13:12:14     28.415 N     80.717 W
08/20/2008 13:14:15     28.417 N     80.714 W
08/20/2008 13:16:14     28.419 N     80.712 W
08/20/2008 13:18:15     28.422 N     80.709 W
08/20/2008 13:20:14     28.424 N     80.706 W
08/20/2008 13:22:15     28.427 N     80.704 W
08/20/2008 13:24:14     28.429 N     80.701 W
08/20/2008 13:26:15     28.432 N     80.698 W
08/20/2008 13:28:15     28.434 N     80.695 W
08/20/2008 13:30:14     28.437 N     80.692 W
08/20/2008 13:32:15     28.439 N     80.689 W
08/20/2008 13:34:14     28.442 N     80.687 W
08/20/2008 13:36:15     28.444 N     80.684 W
08/20/2008 13:38:14     28.447 N     80.681 W
08/20/2008 13:40:15     28.449 N     80.678 W
08/20/2008 13:42:14     28.452 N     80.675 W
08/20/2008 13:44:15     28.454 N     80.673 W
08/20/2008 13:46:14     28.457 N     80.670 W
08/20/2008 13:48:15     28.459 N     80.667 W
08/20/2008 13:50:14     28.462 N     80.665 W
08/20/2008 13:52:15     28.464 N     80.662 W
08/20/2008 13:54:14     28.467 N     80.659 W
08/20/2008 13:56:15     28.469 N     80.657 W
08/20/2008 13:58:15     28.472 N     80.654 W
08/20/2008 14:00:14     28.474 N     80.652 W
08/20/2008 14:02:15     28.476 N     80.650 W
08/20/2008 14:04:14     28.479 N     80.648 W
08/20/2008 14:06:15     28.481 N     80.645 W
08/20/2008 14:08:14     28.483 N     80.643 W
08/20/2008 14:10:15     28.485 N     80.641 W
